,respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,h1n1_vaccine,seasonal_vaccine
19459,19459,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0,2,1,0,1,1,0,0,6,0,1.0,0.0,0,0
19460,19460,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0,2,3,0,1,1,0,0,0,2,1.0,0.0,0,0
19461,19461,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,2.0,2.0,2,3,3,1,1,0,0,0,6,1,1.0,0.0,0,0
19462,19462,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,5.0,2,3,0,0,1,1,1,0,9,1,0.0,0.0,0,0
19463,19463,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,5.0,2,3,3,1,1,1,1,0,3,1,0.0,0.0,0,0
19464,19464,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,2.0,3,2,3,1,0,1,0,0,6,0,0.0,0.0,0,1
19465,19465,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,1.0,3,2,3,1,0,0,0,1,6,0,1.0,0.0,0,1
19466,19466,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,1.0,1,3,3,0,0,1,0,1,9,2,1.0,1.0,0,0
19467,19467,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4,0,3,1,0,0,0,1,1,0,1.0,0.0,0,0
19468,19468,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,2.0,0,0,3,1,2,1,1,0,8,1,3.0,0.0,0,0
19469,19469,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,1,0,3,1,0,0,0,0,1,2,1.0,3.0,0,0
19470,19470,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2,2,1,0,0,0,0,0,3,1,1.0,0.0,0,0
19471,19471,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,4.0,2.0,0,0,3,1,0,1,0,0,8,0,1.0,0.0,0,0
19472,19472,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,2,2,3,0,1,0,0,0,9,2,1.0,0.0,1,1
19473,19473,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,2.0,4.0,4,3,3,0,1,1,1,1,5,0,0.0,0.0,1,1
19474,19474,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2,2,2,0,1,0,0,0,3,0,2.0,1.0,1,0
19475,19475,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,4,0,3,1,2,1,1,1,3,2,0.0,0.0,0,0
19476,19476,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,4,3,3,0,0,0,0,1,6,2,1.0,0.0,0,0
19477,19477,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3,2,2,0,0,1,0,0,7,1,0.0,0.0,0,0
19478,19478,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,4,0,3,0,0,0,1,1,8,2,1.0,0.0,0,1
19479,19479,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1,2,3,0,0,1,0,0,5,0,1.0,0.0,1,0
19480,19480,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,4,2,3,1,0,0,0,0,4,2,0.0,0.0,0,0
19481,19481,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,0,3,3,0,1,0,0,0,9,2,1.0,0.0,1,1
19482,19482,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,3.0,1.0,4,3,0,1,0,0,0,0,2,1,2.0,0.0,1,1
19483,19483,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0,3,2,1,0,0,0,0,3,0,2.0,1.0,0,0
19484,19484,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,0,3,3,1,0,1,0,1,1,0,1.0,1.0,0,0
19485,19485,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,0,2,3,0,0,0,0,0,8,2,1.0,2.0,0,0
19486,19486,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,2,3,3,0,0,0,0,0,6,0,2.0,0.0,0,0
19487,19487,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,2,2,3,1,1,0,0,0,1,0,2.0,1.0,0,0
19488,19488,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,3,2,3,0,0,0,0,0,1,0,1.0,0.0,1,1
19489,19489,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,1,2,3,0,0,0,0,0,9,0,1.0,1.0,0,1
19490,19490,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,1.0,3,2,3,1,0,1,0,1,2,0,1.0,0.0,1,1
19491,19491,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3,2,3,1,0,0,0,0,8,0,1.0,0.0,0,1
19492,19492,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2,0,0,1,0,1,0,0,4,1,0.0,0.0,0,0
19493,19493,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,3,3,3,1,0,1,1,0,1,0,1.0,0.0,0,0
19494,19494,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,4.0,4.0,1.0,0,3,3,0,0,1,1,0,8,1,1.0,0.0,1,1
19495,19495,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,4.0,5.0,5.0,4.0,3,2,0,0,0,0,0,0,3,0,1.0,0.0,0,0
19496,19496,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,1.0,4,0,3,0,0,0,0,1,0,2,1.0,0.0,0,1
19497,19497,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4,2,3,1,0,0,0,0,9,2,1.0,0.0,0,0
19498,19498,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,3,2,3,1,2,1,0,0,6,2,0.0,0.0,0,0
19499,19499,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,4,2,3,1,2,0,0,1,9,0,1.0,0.0,0,1
19500,19500,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,5.0,4.0,4,3,3,0,0,1,0,1,4,0,1.0,0.0,0,1
19501,19501,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,5.0,1.0,0,3,1,0,0,1,1,0,4,1,0.0,0.0,0,0
19502,19502,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,1,2,0,0,1,1,0,0,9,1,1.0,0.0,0,1
19503,19503,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,3,2,3,1,0,1,0,1,6,2,0.0,0.0,1,1
19504,19504,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,3,2,3,1,0,0,0,0,3,0,1.0,0.0,1,1
19505,19505,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2,3,3,1,0,1,0,0,9,0,0.0,0.0,0,0
19506,19506,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,1.0,1,2,3,0,2,1,0,0,3,0,1.0,3.0,1,1
19507,19507,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,2,0,0,0,0,1,1,0,6,0,0.0,1.0,0,0
19508,19508,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,4,3,3,0,0,0,0,1,1,0,1.0,0.0,1,1
19509,19509,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,0,2,3,0,0,0,1,1,8,2,1.0,2.0,0,0
19510,19510,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,2.0,2.0,4.0,1.0,2,2,3,0,0,0,1,1,6,2,0.0,0.0,1,1
19511,19511,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,5.0,5.0,4.0,5.0,4,3,3,0,0,0,0,0,1,0,1.0,0.0,1,1
19512,19512,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,4.0,2,2,0,1,1,0,0,0,4,0,1.0,0.0,0,0
19513,19513,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,0,0,2,1,0,1,1,0,5,1,2.0,0.0,0,0
19514,19514,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,4.0,3,0,3,1,2,1,0,0,6,0,0.0,1.0,0,1
19515,19515,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,4,0,3,0,2,1,0,1,6,0,1.0,0.0,1,0
19516,19516,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,0,1,0,0,0,9,0,1.0,1.0,0,0
19517,19517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,2,3,2,0,0,0,0,0,7,0,2.0,1.0,1,1
19518,19518,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,4,0,3,0,0,0,0,0,0,2,1.0,0.0,0,1
19519,19519,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,1.0,1.0,4,1,0,1,2,1,1,1,6,2,0.0,0.0,0,1
19520,19520,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,4.0,2.0,4,1,3,0,0,0,0,1,9,2,1.0,0.0,1,0
19521,19521,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,5.0,4.0,1,2,3,0,1,0,0,1,7,2,2.0,3.0,1,1
19522,19522,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,1,0,3,0,1,0,0,0,8,0,2.0,2.0,0,0
19523,19523,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,1,3,2,0,2,1,0,0,7,0,3.0,0.0,0,1
19524,19524,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,1.0,3,0,3,1,0,0,0,1,9,1,1.0,0.0,0,0
19525,19525,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,0,1,2,1,1,0,0,0,4,0,1.0,2.0,0,0
19526,19526,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,3,2,3,0,1,0,0,0,2,0,1.0,0.0,0,1
19527,19527,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,4.0,4,2,3,1,0,0,0,1,6,1,1.0,0.0,0,1
19528,19528,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,2,2,3,1,1,0,0,0,8,2,1.0,2.0,0,0
19529,19529,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4,2,3,0,1,0,0,0,3,1,1.0,0.0,0,1
19530,19530,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,0,1,3,0,2,1,1,1,9,1,1.0,1.0,0,0
19531,19531,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,4,2,3,0,2,1,1,1,8,1,0.0,0.0,1,1
19532,19532,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,2,0,0,1,2,0,1,0,2,1,2.0,1.0,0,0
19533,19533,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,4,0,3,0,0,0,0,1,8,0,1.0,0.0,1,1
19534,19534,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0,0,3,1,0,1,1,0,7,1,1.0,0.0,0,0
19535,19535,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,1.0,1.0,0,3,3,0,1,0,0,1,9,2,1.0,2.0,1,0
19536,19536,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,2.0,4,3,3,0,0,0,0,1,4,0,1.0,0.0,0,1
19537,19537,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,2,3,2,0,0,1,1,1,9,0,3.0,0.0,0,0
19538,19538,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,4.0,2,3,3,1,0,1,0,0,9,0,1.0,0.0,0,0
19539,19539,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,4,2,3,1,0,0,0,1,0,1,1.0,0.0,0,1
19540,19540,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,4.0,1.0,2.0,3,0,0,0,0,1,0,0,6,2,2.0,0.0,0,0
19541,19541,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,1,2,1,1,0,3,0,0.0,0.0,0,0
19542,19542,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,5.0,5.0,2.0,4.0,3,0,0,0,2,1,1,1,6,1,1.0,0.0,0,0
19543,19543,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,1.0,1.0,2,2,3,0,1,0,0,0,1,2,1.0,2.0,1,0
19544,19544,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,3,3,3,0,0,1,1,0,9,1,0.0,0.0,1,1
19545,19545,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,5.0,4,1,0,0,0,1,1,1,9,1,0.0,0.0,0,0
19546,19546,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,2,2,3,0,1,1,0,0,4,0,1.0,0.0,1,1
19547,19547,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,3,3,3,0,1,0,0,0,6,1,0.0,0.0,0,0
19548,19548,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,1,3,0,0,0,1,1,0,6,2,0.0,0.0,1,1
19549,19549,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,1.0,4,1,3,0,2,1,1,1,6,2,0.0,0.0,0,1
19550,19550,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,4.0,4,2,2,1,0,0,0,1,7,0,1.0,0.0,0,1
19551,19551,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,1.0,5.0,4.0,1.0,3,2,3,0,1,0,0,0,6,1,1.0,0.0,1,1
19552,19552,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,0,3,1,1,0,0,1,0,0,2,1.0,1.0,0,0
19553,19553,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,3,3,3,1,0,1,0,0,5,1,0.0,0.0,0,0
19554,19554,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,4,2,3,1,0,0,0,1,7,1,1.0,0.0,0,1
19555,19555,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,2.0,1,3,3,0,0,1,1,0,4,0,1.0,0.0,0,0
19556,19556,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,4.0,1.0,0,3,3,1,0,1,0,1,7,1,2.0,3.0,0,0
19557,19557,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0,0,0,3,0,0,1,1,0,8,1,1.0,0.0,0,0
19558,19558,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,1,2,3,1,1,1,0,0,5,1,1.0,2.0,0,0
19559,19559,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,4,2,3,0,1,1,0,0,6,2,1.0,0.0,0,0
19560,19560,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,4,3,3,0,0,0,0,1,1,0,1.0,0.0,0,1
19561,19561,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,5.0,2.0,1.0,4,1,3,0,0,0,0,1,6,0,1.0,0.0,0,1
19562,19562,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4,2,3,0,1,1,0,0,7,0,0.0,0.0,0,0
19563,19563,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,2,2,3,1,1,1,0,0,3,0,0.0,1.0,0,0
19564,19564,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,3,0,3,0,0,0,0,0,0,2,1.0,0.0,0,0
19565,19565,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,0,0,2,1,0,0,0,0,1,0,1.0,0.0,1,1
19566,19566,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,1,0,3,0,0,0,0,0,3,1,1.0,0.0,0,0
19567,19567,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,0,1,1,0,0,0,6,0,1.0,1.0,0,0
19568,19568,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,5.0,1.0,1.0,1,2,3,0,1,0,0,2,1,0,2.0,2.0,0,0
19569,19569,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3,0,3,0,0,1,0,1,8,0,1.0,0.0,0,1
19570,19570,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,0,3,3,0,0,1,1,1,6,1,1.0,0.0,0,1
19571,19571,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,2.0,1.0,4,2,3,1,1,0,0,1,6,0,1.0,0.0,0,0
19572,19572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,0,2,3,1,0,0,0,0,4,0,1.0,0.0,1,1
19573,19573,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,5.0,4.0,1.0,2,1,3,0,0,1,0,0,9,1,0.0,2.0,0,1
19574,19574,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,2.0,1.0,4.0,0,2,0,1,0,1,0,0,6,2,1.0,3.0,1,0
